No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
285,Shroomish,Shroomish,3,0.4,4.5,Grass,,Effect Spore,Poison Heal,Quick Feet,50.0,50.0,0,15,Fairy,Grass,255,59,1640000,Ordinary,60,40,60,40,60,35,295,0,0
286,Breloom,Breloom,3,1.2,39.2,Grass,Fighting,Effect Spore,Poison Heal,Technician,50.0,50.0,0,15,Fairy,Grass,90,161,1640000,Ordinary,60,130,80,60,60,70,460,0,0
287,Slakoth,Slakoth,3,0.8,24.0,Normal,,Truant,,,50.0,50.0,0,15,Ground,,255,56,1250000,Ordinary,60,60,60,35,35,30,280,0,0
288,Vigoroth,Vigoroth,3,1.4,46.5,Normal,,Vital Spirit,,,50.0,50.0,0,15,Ground,,120,154,1250000,Ordinary,80,80,80,55,55,90,440,0,0
289,Slaking,Slaking,3,2.0,130.5,Normal,,Truant,,,50.0,50.0,0,15,Ground,,45,285,1250000,Ordinary,150,160,100,95,65,100,670,0,0
290,Nincada,Nincada,3,0.5,5.5,Bug,Ground,Compound Eyes,,Run Away,50.0,50.0,0,15,Bug,,255,53,600000,Ordinary,31,45,90,30,30,40,266,0,0
291,Ninjask,Ninjask,3,0.8,12.0,Bug,Flying,Speed Boost,,Infiltrator,50.0,50.0,0,15,Bug,,120,160,600000,Ordinary,61,90,45,50,50,160,456,0,0
292,Shedinja,Shedinja,3,0.8,1.2,Bug,Ghost,Wonder Guard,,,0.0,0.0,100,15,Mineral,,45,83,600000,Ordinary,1,90,45,30,30,40,236,0,0
293,Whismur,Whismur,3,0.6,16.3,Normal,,Soundproof,,Rattled,50.0,50.0,0,20,Monster,Ground,190,48,1059860,Ordinary,64,51,23,51,23,28,240,0,0
294,Loudred,Loudred,3,1.0,40.5,Normal,,Soundproof,,Scrappy,50.0,50.0,0,20,Monster,Ground,120,126,1059860,Ordinary,84,71,43,71,43,48,360,0,0
295,Exploud,Exploud,3,1.5,84.0,Normal,,Soundproof,,Scrappy,50.0,50.0,0,20,Monster,Ground,45,245,1059860,Ordinary,104,91,63,91,73,68,490,0,0
296,Makuhita,Makuhita,3,1.0,86.4,Fighting,,Thick Fat,Guts,Sheer Force,75.0,25.0,0,20,Human-Like,,180,47,1640000,Ordinary,72,60,30,20,30,25,237,0,0
297,Hariyama,Hariyama,3,2.3,253.8,Fighting,,Thick Fat,Guts,Sheer Force,75.0,25.0,0,20,Human-Like,,200,166,1640000,Ordinary,144,120,60,40,60,50,474,0,0
298,Azurill,Azurill,3,0.2,2.0,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,25.0,75.0,0,10,Undiscovered,,150,38,800000,Ordinary,50,20,40,20,40,20,190,0,0
299,Nosepass,Nosepass,3,1.0,97.0,Rock,,Sturdy,Magnet Pull,Sand Force,50.0,50.0,0,20,Mineral,,255,75,1000000,Ordinary,30,45,135,45,90,30,375,0,0
300,Skitty,Skitty,3,0.6,11.0,Normal,,Cute Charm,Normalize,Wonder Skin,25.0,75.0,0,15,Ground,Fairy,255,52,800000,Ordinary,50,45,45,35,35,50,260,0,0
301,Delcatty,Delcatty,3,1.1,32.6,Normal,,Cute Charm,Normalize,Wonder Skin,25.0,75.0,0,15,Ground,Fairy,60,140,800000,Ordinary,70,65,65,55,55,90,400,0,0
302,Sableye,Sableye,3,0.5,11.0,Dark,Ghost,Keen Eye,Stall,Prankster,50.0,50.0,0,25,Human-Like,,45,133,1059860,Ordinary,50,75,75,65,65,50,380,0,1
303,Mawile,Mawile,3,0.6,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,50.0,50.0,0,20,Ground,Fairy,45,133,800000,Ordinary,50,85,85,55,55,50,380,0,1
304,Aron,Aron,3,0.4,60.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,50.0,50.0,0,35,Monster,,180,66,1250000,Ordinary,50,70,100,40,40,30,330,0,0
305,Lairon,Lairon,3,0.9,120.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,50.0,50.0,0,35,Monster,,90,151,1250000,Ordinary,60,90,140,50,50,40,430,0,0
306,Aggron,Aggron,3,2.1,360.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,50.0,50.0,0,35,Monster,,45,265,1250000,Ordinary,70,110,180,60,60,50,530,0,1
307,Meditite,Meditite,3,0.6,11.2,Fighting,Psychic,Pure Power,,Telepathy,50.0,50.0,0,20,Human-Like,,180,56,1000000,Ordinary,30,40,55,40,55,60,280,0,0
308,Medicham,Medicham,3,1.3,31.5,Fighting,Psychic,Pure Power,,Telepathy,50.0,50.0,0,20,Human-Like,,90,144,1000000,Ordinary,60,60,75,60,75,80,410,0,1
309,Electrike,Electrike,3,0.6,15.2,Electric,,Static,Lightning Rod,Minus,50.0,50.0,0,20,Ground,,120,59,1250000,Ordinary,40,45,40,65,40,65,295,0,0
310,Manectric,Manectric,3,1.5,40.2,Electric,,Static,Lightning Rod,Minus,50.0,50.0,0,20,Ground,,45,166,1250000,Ordinary,70,75,60,105,60,105,475,0,1
311,Plusle,Plusle,3,0.4,4.2,Electric,,Plus,,Lightning Rod,50.0,50.0,0,20,Fairy,,200,142,1000000,Ordinary,60,50,40,85,75,95,405,0,0
312,Minun,Minun,3,0.4,4.2,Electric,,Minus,,Volt Absorb,50.0,50.0,0,20,Fairy,,200,142,1000000,Ordinary,60,40,50,75,85,95,405,0,0
313,Volbeat,Volbeat,3,0.7,17.7,Bug,,Illuminate,Swarm,Prankster,100.0,0.0,0,15,Bug,Human-Like,150,151,600000,Ordinary,65,73,75,47,85,85,430,0,0
314,Illumise,Illumise,3,0.6,17.7,Bug,,Oblivious,Tinted Lens,Prankster,0.0,100.0,0,15,Bug,Human-Like,150,151,1640000,Ordinary,65,47,75,73,85,85,430,0,0
315,Roselia,Roselia,3,0.3,2.0,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,50.0,50.0,0,20,Fairy,Grass,150,140,1059860,Ordinary,50,60,45,100,80,65,400,0,0
316,Gulpin,Gulpin,3,0.4,10.3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,50.0,50.0,0,20,Amorphous,,225,60,1640000,Ordinary,70,43,53,43,53,40,302,0,0
317,Swalot,Swalot,3,1.7,80.0,Poison,,Liquid Ooze,Sticky Hold,Gluttony,50.0,50.0,0,20,Amorphous,,75,163,1640000,Ordinary,100,73,83,73,83,55,467,0,0
318,Carvanha,Carvanha,3,0.8,20.8,Water,Dark,Rough Skin,,Speed Boost,50.0,50.0,0,20,Water2,,225,61,1250000,Ordinary,45,90,20,65,20,65,305,0,0
319,Sharpedo,Sharpedo,3,1.8,88.8,Water,Dark,Rough Skin,,Speed Boost,50.0,50.0,0,20,Water2,,60,161,1250000,Ordinary,70,120,40,95,40,95,460,0,1
320,Wailmer,Wailmer,3,2.0,130.0,Water,,Water Veil,Oblivious,Pressure,50.0,50.0,0,40,Ground,Water2,125,80,1640000,Ordinary,130,70,35,70,35,60,400,0,0
321,Wailord,Wailord,3,14.5,398.0,Water,,Water Veil,Oblivious,Pressure,50.0,50.0,0,40,Ground,Water2,60,175,1640000,Ordinary,170,90,45,90,45,60,500,0,0
322,Numel,Numel,3,0.7,24.0,Fire,Ground,Oblivious,Simple,Own Tempo,50.0,50.0,0,20,Ground,,255,61,1000000,Ordinary,60,60,40,65,45,35,305,0,0
323,Camerupt,Camerupt,3,1.9,220.0,Fire,Ground,Magma Armor,Solid Rock,Anger Point,50.0,50.0,0,20,Ground,,150,161,1000000,Ordinary,70,100,70,105,75,40,460,0,1
324,Torkoal,Torkoal,3,0.5,80.4,Fire,,White Smoke,Drought,Shell Armor,50.0,50.0,0,20,Ground,,90,165,1000000,Ordinary,70,85,140,85,70,20,470,0,0
325,Spoink,Spoink,3,0.7,30.6,Psychic,,Thick Fat,Own Tempo,Gluttony,50.0,50.0,0,20,Ground,,255,66,800000,Ordinary,60,25,35,70,80,60,330,0,0
326,Grumpig,Grumpig,3,0.9,71.5,Psychic,,Thick Fat,Own Tempo,Gluttony,50.0,50.0,0,20,Ground,,60,165,800000,Ordinary,80,45,65,90,110,80,470,0,0
327,Spinda,Spinda,3,1.1,5.0,Normal,,Own Tempo,Tangled Feet,Contrary,50.0,50.0,0,15,Ground,Human-Like,255,126,800000,Ordinary,60,60,60,60,60,60,360,0,0
328,Trapinch,Trapinch,3,0.7,15.0,Ground,,Hyper Cutter,Arena Trap,Sheer Force,50.0,50.0,0,20,Bug,Dragon,255,58,1059860,Ordinary,45,100,45,45,45,10,290,0,0
329,Vibrava,Vibrava,3,1.1,15.3,Ground,Dragon,Levitate,,,50.0,50.0,0,20,Bug,Dragon,120,119,1059860,Ordinary,50,70,50,50,50,70,340,0,0
330,Flygon,Flygon,3,2.0,82.0,Ground,Dragon,Levitate,,,50.0,50.0,0,20,Bug,Dragon,45,260,1059860,Ordinary,80,100,80,80,80,100,520,0,0
331,Cacnea,Cacnea,3,0.4,51.3,Grass,,Sand Veil,,Water Absorb,50.0,50.0,0,20,Grass,Human-Like,190,67,1059860,Ordinary,50,85,40,85,40,35,335,0,0
332,Cacturne,Cacturne,3,1.3,77.4,Grass,Dark,Sand Veil,,Water Absorb,50.0,50.0,0,20,Grass,Human-Like,60,166,1059860,Ordinary,70,115,60,115,60,55,475,0,0
333,Swablu,Swablu,3,0.4,1.2,Normal,Flying,Natural Cure,,Cloud Nine,50.0,50.0,0,20,Flying,Dragon,255,62,600000,Ordinary,45,40,60,40,75,50,310,0,0
334,Altaria,Altaria,3,1.1,20.6,Dragon,Flying,Natural Cure,,Cloud Nine,50.0,50.0,0,20,Flying,Dragon,45,172,600000,Ordinary,75,70,90,70,105,80,490,0,1
335,Zangoose,Zangoose,3,1.3,40.3,Normal,,Immunity,,Toxic Boost,50.0,50.0,0,20,Ground,,90,160,600000,Ordinary,73,115,60,60,60,90,458,0,0
336,Seviper,Seviper,3,2.7,52.5,Poison,,Shed Skin,,Infiltrator,50.0,50.0,0,20,Ground,Dragon,90,160,1640000,Ordinary,73,100,60,100,60,65,458,0,0
337,Lunatone,Lunatone,3,1.0,168.0,Rock,Psychic,Levitate,,,0.0,0.0,100,25,Mineral,,45,161,800000,Ordinary,90,55,65,95,85,70,460,0,0
338,Solrock,Solrock,3,1.2,154.0,Rock,Psychic,Levitate,,,0.0,0.0,100,25,Mineral,,45,161,800000,Ordinary,90,95,85,55,65,70,460,0,0
339,Barboach,Barboach,3,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,50.0,50.0,0,20,Water2,,190,58,1000000,Ordinary,50,48,43,46,41,60,288,0,0
340,Whiscash,Whiscash,3,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,50.0,50.0,0,20,Water2,,75,164,1000000,Ordinary,110,78,73,76,71,60,468,0,0
341,Corphish,Corphish,3,0.6,11.5,Water,,Hyper Cutter,Shell Armor,Adaptability,50.0,50.0,0,15,Water1,Water3,205,62,1640000,Ordinary,43,80,65,50,35,35,308,0,0
342,Crawdaunt,Crawdaunt,3,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,50.0,50.0,0,15,Water1,Water3,155,164,1640000,Ordinary,63,120,85,90,55,55,468,0,0
343,Baltoy,Baltoy,3,0.5,21.5,Ground,Psychic,Levitate,,,0.0,0.0,100,20,Mineral,,255,60,1000000,Ordinary,40,40,55,40,70,55,300,0,0
344,Claydol,Claydol,3,1.5,108.0,Ground,Psychic,Levitate,,,0.0,0.0,100,20,Mineral,,90,175,1000000,Ordinary,60,70,105,70,120,75,500,0,0
345,Lileep,Lileep,3,1.0,23.8,Rock,Grass,Suction Cups,,Storm Drain,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,66,41,77,61,87,23,355,0,0
346,Cradily,Cradily,3,1.5,60.4,Rock,Grass,Suction Cups,,Storm Drain,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,86,81,97,81,107,43,495,0,0
347,Anorith,Anorith,3,0.7,12.5,Rock,Bug,Battle Armor,,Swift Swim,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,45,95,50,40,50,75,355,0,0
348,Armaldo,Armaldo,3,1.5,68.2,Rock,Bug,Battle Armor,,Swift Swim,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,75,125,100,70,80,45,495,0,0
349,Feebas,Feebas,3,0.6,7.4,Water,,Swift Swim,Oblivious,Adaptability,50.0,50.0,0,20,Water1,Dragon,255,40,600000,Ordinary,20,15,20,10,55,80,200,0,0
350,Milotic,Milotic,3,6.2,162.0,Water,,Marvel Scale,Competitive,Cute Charm,50.0,50.0,0,20,Water1,Dragon,60,189,600000,Ordinary,95,60,79,100,125,81,540,0,0
351,Castform,Castform,3,0.3,0.8,Normal,,Forecast,,,50.0,50.0,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420,0,0
352,Kecleon,Kecleon,3,1.0,22.0,Normal,,Color Change,,Protean,50.0,50.0,0,20,Ground,,200,154,1059860,Ordinary,60,90,70,60,120,40,440,0,0
353,Shuppet,Shuppet,3,0.6,2.3,Ghost,,Insomnia,Frisk,Cursed Body,50.0,50.0,0,25,Amorphous,,225,59,800000,Ordinary,44,75,35,63,33,45,295,0,0
354,Banette,Banette,3,1.1,12.5,Ghost,,Insomnia,Frisk,Cursed Body,50.0,50.0,0,25,Amorphous,,45,159,800000,Ordinary,64,115,65,83,63,65,455,0,1
355,Duskull,Duskull,3,0.8,15.0,Ghost,,Levitate,,Frisk,50.0,50.0,0,25,Amorphous,,190,59,800000,Ordinary,20,40,90,30,90,25,295,0,0
356,Dusclops,Dusclops,3,1.6,30.6,Ghost,,Pressure,,Frisk,50.0,50.0,0,25,Amorphous,,90,159,800000,Ordinary,40,70,130,60,130,25,455,0,0
357,Tropius,Tropius,3,2.0,100.0,Grass,Flying,Chlorophyll,Solar Power,Harvest,50.0,50.0,0,25,Monster,Grass,200,161,1250000,Ordinary,99,68,83,72,87,51,460,0,0
358,Chimecho,Chimecho,3,0.6,1.0,Psychic,,Levitate,,,50.0,50.0,0,25,Amorphous,,45,159,800000,Ordinary,75,50,80,95,90,65,455,0,0
359,Absol,Absol,3,1.2,47.0,Dark,,Pressure,Super Luck,Justified,50.0,50.0,0,25,Ground,,30,163,1059860,Ordinary,65,130,60,75,60,75,465,0,1
360,Wynaut,Wynaut,3,0.6,14.0,Psychic,,Shadow Tag,,Telepathy,50.0,50.0,0,20,Undiscovered,,125,52,1000000,Ordinary,95,23,48,23,48,23,260,0,0
361,Snorunt,Snorunt,3,0.7,16.8,Ice,,Inner Focus,Ice Body,Moody,50.0,50.0,0,20,Fairy,Mineral,190,60,1000000,Ordinary,50,50,50,50,50,50,300,0,0
362,Glalie,Glalie,3,1.5,256.5,Ice,,Inner Focus,Ice Body,Moody,50.0,50.0,0,20,Fairy,Mineral,75,168,1000000,Ordinary,80,80,80,80,80,80,480,0,1
363,Spheal,Spheal,3,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,50.0,50.0,0,20,Water1,Ground,255,58,1059860,Ordinary,70,40,50,55,50,25,290,0,0
364,Sealeo,Sealeo,3,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,50.0,50.0,0,20,Water1,Ground,120,144,1059860,Ordinary,90,60,70,75,70,45,410,0,0
365,Walrein,Walrein,3,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,50.0,50.0,0,20,Water1,Ground,45,265,1059860,Ordinary,110,80,90,95,90,65,530,0,0
366,Clamperl,Clamperl,3,0.4,52.5,Water,,Shell Armor,,Rattled,50.0,50.0,0,20,Water1,,255,69,600000,Ordinary,35,64,85,74,55,32,345,0,0
367,Huntail,Huntail,3,1.7,27.0,Water,,Swift Swim,,Water Veil,50.0,50.0,0,20,Water1,,60,170,600000,Ordinary,55,104,105,94,75,52,485,0,0
368,Gorebyss,Gorebyss,3,1.8,22.6,Water,,Swift Swim,,Hydration,50.0,50.0,0,20,Water1,,60,170,600000,Ordinary,55,84,105,114,75,52,485,0,0
369,Relicanth,Relicanth,3,1.0,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,87.5,12.5,0,40,Water1,Water2,25,170,1250000,Ordinary,100,90,130,45,65,55,485,0,0
370,Luvdisc,Luvdisc,3,0.6,8.7,Water,,Swift Swim,,Hydration,25.0,75.0,0,20,Water2,,225,116,800000,Ordinary,43,30,55,40,65,97,330,0,0
371,Bagon,Bagon,3,0.6,42.1,Dragon,,Rock Head,,Sheer Force,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,45,75,60,40,30,50,300,0,0
372,Shelgon,Shelgon,3,1.1,110.5,Dragon,,Rock Head,,Overcoat,50.0,50.0,0,40,Dragon,,45,147,1250000,Ordinary,65,95,100,60,50,50,420,0,0
373,Salamence,Salamence,3,1.5,102.6,Dragon,Flying,Intimidate,,Moxie,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,95,135,80,110,80,100,600,0,1
374,Beldum,Beldum,3,0.6,95.2,Steel,Psychic,Clear Body,,Light Metal,0.0,0.0,100,40,Mineral,,3,60,1250000,Ordinary,40,55,80,35,60,30,300,0,0
375,Metang,Metang,3,1.2,202.5,Steel,Psychic,Clear Body,,Light Metal,0.0,0.0,100,40,Mineral,,3,147,1250000,Ordinary,60,75,100,55,80,50,420,0,0
376,Metagross,Metagross,3,1.6,550.0,Steel,Psychic,Clear Body,,Light Metal,0.0,0.0,100,40,Mineral,,3,300,1250000,Ordinary,80,135,130,95,90,70,600,0,1
377,Regirock,Regirock,3,1.7,230.0,Rock,,Clear Body,,Sturdy,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,200,50,100,50,580,0,0
378,Regice,Regice,3,1.8,175.0,Ice,,Clear Body,,Ice Body,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,50,100,100,200,50,580,0,0
379,Registeel,Registeel,3,1.9,205.0,Steel,,Clear Body,,Light Metal,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,75,150,75,150,50,580,0,0
380,Latias,Latias,3,1.4,40.0,Dragon,Psychic,Levitate,,,0.0,100.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,80,90,110,130,110,600,0,1
381,Latios,Latios,3,2.0,60.0,Dragon,Psychic,Levitate,,,100.0,0.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,90,80,130,110,110,600,0,1
382,Kyogre,Kyogre,3,4.5,352.0,Water,,Drizzle,,,0.0,0.0,100,120,Undiscovered,,3,335,1250000,Legendary,100,100,90,150,140,90,670,0,0
383,Groudon,Groudon,3,3.5,950.0,Ground,,Drought,,,0.0,0.0,100,120,Undiscovered,,3,335,1250000,Legendary,100,150,140,100,90,90,670,0,0
384,Rayquaza,Rayquaza,3,7.0,206.5,Dragon,Flying,Air Lock,,,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,105,150,90,150,90,95,680,0,1
385,Jirachi,Jirachi,3,0.3,1.1,Steel,Psychic,Serene Grace,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,100,100,100,100,100,100,600,0,0
386,Deoxys,Deoxys,3,1.7,60.8,Psychic,,Pressure,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,50,150,50,150,50,150,600,0,0
387,Turtwig,Turtwig,4,0.4,10.2,Grass,,Overgrow,,Shell Armor,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,55,68,64,45,55,31,318,0,0
388,Grotle,Grotle,4,1.1,97.0,Grass,,Overgrow,,Shell Armor,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,75,89,85,55,65,36,405,0,0
389,Torterra,Torterra,4,2.2,310.0,Grass,Ground,Overgrow,,Shell Armor,87.5,12.5,0,20,Monster,Grass,45,236,1059860,Ordinary,95,109,105,75,85,56,525,0,0
390,Chimchar,Chimchar,4,0.5,6.2,Fire,,Blaze,,Iron Fist,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,44,58,44,58,44,61,309,0,0
391,Monferno,Monferno,4,0.9,22.0,Fire,Fighting,Blaze,,Iron Fist,87.5,12.5,0,20,Ground,Human-Like,45,142,1059860,Ordinary,64,78,52,78,52,81,405,0,0
392,Infernape,Infernape,4,1.2,55.0,Fire,Fighting,Blaze,,Iron Fist,87.5,12.5,0,20,Ground,Human-Like,45,240,1059860,Ordinary,76,104,71,104,71,108,534,0,0
393,Piplup,Piplup,4,0.4,5.2,Water,,Torrent,,Defiant,87.5,12.5,0,20,Water1,Ground,45,63,1059860,Ordinary,53,51,53,61,56,40,314,0,0
394,Prinplup,Prinplup,4,0.8,23.0,Water,,Torrent,,Defiant,87.5,12.5,0,20,Water1,Ground,45,142,1059860,Ordinary,64,66,68,81,76,50,405,0,0
395,Empoleon,Empoleon,4,1.7,84.5,Water,Steel,Torrent,,Defiant,87.5,12.5,0,20,Water1,Ground,45,239,1059860,Ordinary,84,86,88,111,101,60,530,0,0
396,Starly,Starly,4,0.3,2.0,Normal,Flying,Keen Eye,,Reckless,50.0,50.0,0,15,Flying,,255,49,1059860,Ordinary,40,55,30,30,30,60,245,0,0
397,Staravia,Staravia,4,0.6,15.5,Normal,Flying,Intimidate,,Reckless,50.0,50.0,0,15,Flying,,120,119,1059860,Ordinary,55,75,50,40,40,80,340,0,0
398,Staraptor,Staraptor,4,1.2,24.9,Normal,Flying,Intimidate,,Reckless,50.0,50.0,0,15,Flying,,45,243,1059860,Ordinary,85,120,70,50,60,100,485,0,0
399,Bidoof,Bidoof,4,0.5,20.0,Normal,,Simple,Unaware,Moody,50.0,50.0,0,15,Water1,Ground,255,50,1000000,Ordinary,59,45,40,35,40,31,250,0,0
400,Bibarel,Bibarel,4,1.0,31.5,Normal,Water,Simple,Unaware,Moody,50.0,50.0,0,15,Water1,Ground,127,144,1000000,Ordinary,79,85,60,55,60,71,410,0,0
401,Kricketot,Kricketot,4,0.3,2.2,Bug,,Shed Skin,,Run Away,50.0,50.0,0,15,Bug,,255,39,1059860,Ordinary,37,25,41,25,41,25,194,0,0
402,Kricketune,Kricketune,4,1.0,25.5,Bug,,Swarm,,Technician,50.0,50.0,0,15,Bug,,45,134,1059860,Ordinary,77,85,51,55,51,65,384,0,0
403,Shinx,Shinx,4,0.5,9.5,Electric,,Rivalry,Intimidate,Guts,50.0,50.0,0,20,Ground,,235,53,1059860,Ordinary,45,65,34,40,34,45,263,0,0
404,Luxio,Luxio,4,0.9,30.5,Electric,,Rivalry,Intimidate,Guts,50.0,50.0,0,20,Ground,,120,127,1059860,Ordinary,60,85,49,60,49,60,363,0,0
405,Luxray,Luxray,4,1.4,42.0,Electric,,Rivalry,Intimidate,Guts,50.0,50.0,0,20,Ground,,45,262,1059860,Ordinary,80,120,79,95,79,70,523,0,0
406,Budew,Budew,4,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,50.0,50.0,0,20,Undiscovered,,255,56,1059860,Ordinary,40,30,35,50,70,55,280,0,0
407,Roserade,Roserade,4,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,50.0,50.0,0,20,Fairy,Grass,75,258,1059860,Ordinary,60,70,65,125,105,90,515,0,0
408,Cranidos,Cranidos,4,0.9,31.5,Rock,,Mold Breaker,,Sheer Force,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,67,125,40,30,30,58,350,0,0
409,Rampardos,Rampardos,4,1.6,102.5,Rock,,Mold Breaker,,Sheer Force,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,97,165,60,65,50,58,495,0,0
410,Shieldon,Shieldon,4,0.5,57.0,Rock,Steel,Sturdy,,Soundproof,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,30,42,118,42,88,30,350,0,0
411,Bastiodon,Bastiodon,4,1.3,149.5,Rock,Steel,Sturdy,,Soundproof,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,60,52,168,47,138,30,495,0,0
412,Burmy,Burmy Plant Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,50.0,50.0,0,15,Bug,,120,45,1000000,Ordinary,40,29,45,29,45,36,224,0,0
413,Wormadam,Wormadam Plant Form,4,0.5,6.5,Bug,Grass,Anticipation,,Overcoat,0.0,100.0,0,15,Bug,,45,148,1000000,Ordinary,60,59,85,79,105,36,424,0,0
414,Mothim,Mothim,4,0.9,23.3,Bug,Flying,Swarm,,Tinted Lens,100.0,0.0,0,15,Bug,,45,148,1000000,Ordinary,70,94,50,94,50,66,424,0,0
415,Combee,Combee,4,0.3,5.5,Bug,Flying,Honey Gather,,Hustle,87.5,12.5,0,15,Bug,,120,49,1059860,Ordinary,30,30,42,30,42,70,244,0,0
416,Vespiquen,Vespiquen,4,1.2,38.5,Bug,Flying,Pressure,,Unnerve,0.0,100.0,0,15,Bug,,45,166,1059860,Ordinary,70,80,102,80,102,40,474,0,0
417,Pachirisu,Pachirisu,4,0.4,3.9,Electric,,Run Away,Pickup,Volt Absorb,50.0,50.0,0,10,Ground,Fairy,200,142,1000000,Ordinary,60,45,70,45,90,95,405,0,0
418,Buizel,Buizel,4,0.7,29.5,Water,,Swift Swim,,Water Veil,50.0,50.0,0,20,Water1,Ground,190,66,1000000,Ordinary,55,65,35,60,30,85,330,0,0
419,Floatzel,Floatzel,4,1.1,33.5,Water,,Swift Swim,,Water Veil,50.0,50.0,0,20,Water1,Ground,75,173,1000000,Ordinary,85,105,55,85,50,115,495,0,0
420,Cherubi,Cherubi,4,0.4,3.3,Grass,,Chlorophyll,,,50.0,50.0,0,20,Fairy,Grass,190,55,1000000,Ordinary,45,35,45,62,53,35,275,0,0
421,Cherrim,Cherrim,4,0.5,9.3,Grass,,Flower Gift,,,50.0,50.0,0,20,Fairy,Grass,75,158,1000000,Ordinary,70,60,70,87,78,85,450,0,0
422,Shellos,Shellos East-Sea Form,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,50.0,50.0,0,20,Water1,Amorphous,190,65,1000000,Ordinary,76,48,48,57,62,34,325,0,0
423,Gastrodon,Gastrodon East-Sea Form,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,50.0,50.0,0,20,Water1,Amorphous,75,166,1000000,Ordinary,111,83,68,92,82,39,475,0,0
424,Ambipom,Ambipom,4,1.2,20.3,Normal,,Technician,Pickup,Skill Link,50.0,50.0,0,20,Ground,,45,169,800000,Ordinary,75,100,66,60,66,115,482,0,0
425,Drifloon,Drifloon,4,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,50.0,50.0,0,30,Amorphous,,125,70,1640000,Ordinary,90,50,34,60,44,70,348,0,0
426,Drifblim,Drifblim,4,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,50.0,50.0,0,30,Amorphous,,60,174,1640000,Ordinary,150,80,44,90,54,80,498,0,0
427,Buneary,Buneary,4,0.4,5.5,Normal,,Run Away,Klutz,Limber,50.0,50.0,0,20,Ground,Human-Like,190,70,1000000,Ordinary,55,66,44,44,56,85,350,0,0
428,Lopunny,Lopunny,4,1.2,33.3,Normal,,Cute Charm,Klutz,Limber,50.0,50.0,0,20,Ground,Human-Like,60,168,1000000,Ordinary,65,76,84,54,96,105,480,0,1
429,Mismagius,Mismagius,4,0.9,4.4,Ghost,,Levitate,,,50.0,50.0,0,25,Amorphous,,45,173,800000,Ordinary,60,60,60,105,105,105,495,0,0
